49
0	44	48	33	21	28	50	36	35	32	49	45	46	29	50	35	31	38	48	49	26	36	24	29	24	44	23	39	45	28	49	37	42	45	39	48	24	29	23	43	22	48	47	41	30	35	37	23	31	33	30	39	40	49	26	50	37	35	34	47	36	28	21	45	49	37	49	20	22	43	46	32	42	46	45	41	40	20	39	35	46	47	30	27	43	30	42	47	22	26	49	38	27	27	45	50	24	45	37	34	
22	0	22	30	48	36	49	35	23	29	37	29	42	23	37	30	46	49	37	26	50	45	39	37	38	29	34	22	39	45	32	30	38	27	29	25	26	46	25	21	39	41	28	35	22	22	41	44	24	48	24	49	21	46	22	48	42	49	46	37	41	32	46	42	36	28	36	45	27	47	26	48	41	38	46	50	33	38	28	34	35	41	40	42	49	45	31	22	30	39	23	35	38	40	30	47	26	27	20	43	
28	23	0	42	27	31	45	25	30	33	46	21	23	45	24	47	42	27	21	46	38	40	49	49	37	39	41	22	20	23	40	26	39	46	38	23	32	22	31	46	23	21	39	20	26	50	25	42	23	35	26	43	45	21	49	41	20	37	33	39	23	46	28	22	27	22	40	29	31	33	25	21	36	34	21	39	23	42	32	26	28	31	48	43	35	46	48	49	38	25	42	41	26	50	44	21	45	41	25	47	
25	30	36	0	28	23	39	49	34	41	25	20	35	41	33	48	38	47	36	49	29	40	31	32	46	41	28	24	37	42	20	34	43	22	30	43	21	37	28	24	27	44	50	35	31	39	29	41	31	38	50	48	40	47	39	24	42	29	32	43	33	46	40	22	20	39	26	42	30	25	27	27	40	34	32	42	48	41	38	47	33	21	32	47	42	38	33	44	41	42	21	25	34	22	28	42	25	34	36	48	
35	49	37	39	0	44	20	48	21	35	30	29	46	34	21	45	46	48	45	33	26	37	50	40	22	46	43	24	20	32	50	41	33	30	20	26	20	42	44	20	46	41	36	39	23	26	23	39	40	26	47	29	28	42	25	23	35	47	49	32	40	22	20	28	49	34	45	45	23	47	28	24	40	36	46	40	40	31	23	47	24	28	47	20	21	21	26	41	28	37	30	50	31	50	38	49	47	21	47	43	
50	42	39	40	35	0	42	40	48	34	40	33	31	47	37	25	26	32	38	29	20	24	24	28	30	30	45	31	42	22	30	44	39	21	21	28	25	24	38	29	31	32	37	24	29	23	35	43	27	49	21	29	25	47	36	43	22	29	32	46	30	29	33	23	23	37	49	35	35	30	46	45	45	30	23	35	23	42	35	33	21	29	30	43	41	48	24	49	25	40	38	32	45	40	22	22	45	22	26	43	
27	21	32	20	23	32	0	37	36	29	34	49	35	45	38	42	41	26	33	22	31	27	28	38	44	25	33	26	31	23	22	46	47	47	42	20	48	36	34	44	41	26	23	35	32	28	26	40	21	50	45	26	39	24	23	26	34	32	31	37	46	24	23	39	35	24	38	32	40	41	33	48	36	35	41	49	48	30	46	35	35	40	41	47	26	37	39	49	27	20	30	42	50	43	48	30	46	30	21	36	
24	47	28	39	45	24	46	0	32	38	29	42	42	45	35	22	45	22	36	47	49	21	22	27	24	21	29	20	44	47	34	30	47	25	45	24	47	40	34	50	31	36	32	48	36	36	21	38	22	41	45	45	36	44	39	22	43	33	48	44	26	29	37	48	39	33	46	35	47	45	32	39	38	27	47	47	45	20	41	48	20	43	25	29	36	38	28	30	22	35	47	28	50	46	29	44	33	32	45	32	
21	25	40	49	24	27	29	43	0	46	30	21	50	21	35	33	24	35	48	47	39	42	22	41	42	24	45	31	33	21	39	34	32	34	21	23	35	44	24	20	21	39	39	24	40	30	23	42	37	40	31	26	32	45	44	44	35	23	48	21	39	42	34	39	40	49	30	40	23	41	42	39	29	45	47	24	50	49	32	45	29	49	43	47	50	41	45	23	36	47	45	26	21	45	32	34	31	44	26	34	
31	45	40	22	50	21	48	49	21	0	35	28	48	20	50	36	41	38	38	48	26	27	22	44	46	48	48	40	44	36	42	36	33	36	29	50	23	24	33	48	38	33	49	22	49	23	33	22	23	33	44	24	43	50	20	45	34	33	41	33	20	35	49	47	50	30	43	28	22	31	22	23	31	42	20	31	31	25	20	46	27	46	31	22	39	48	24	26	20	26	41	41	43	50	48	23	43	20	29	31	
42	20	49	39	27	47	24	25	34	23	0	35	31	42	50	28	24	20	50	26	31	30	35	50	29	29	49	48	50	37	40	30	25	38	22	23	37	38	29	25	32	48	24	50	24	45	27	30	36	27	27	44	25	29	31	33	41	21	47	24	39	20	32	22	42	22	24	33	29	37	33	43	49	24	38	33	29	40	31	22	27	34	40	31	40	50	36	21	32	33	20	33	50	43	48	30	34	26	31	29	
50	35	22	50	25	45	23	28	23	37	39	0	42	24	45	42	34	49	32	25	44	33	33	25	27	50	34	30	49	36	24	31	34	40	40	22	35	44	26	29	20	46	42	34	39	34	20	26	29	23	44	40	29	37	39	24	33	42	44	35	22	41	35	44	50	27	37	44	32	28	40	20	23	28	48	41	21	20	28	32	36	48	38	42	32	34	23	43	28	31	29	47	44	41	49	26	39	22	21	22	
45	28	29	37	30	23	36	47	27	48	49	44	0	25	22	33	47	29	29	36	24	38	36	40	26	37	23	33	50	40	37	32	43	44	48	45	28	29	34	31	38	40	24	25	23	42	23	32	32	38	34	24	37	41	29	31	40	35	43	33	26	35	35	42	36	30	35	40	50	21	34	29	24	43	35	21	48	39	26	20	31	35	32	48	20	47	36	22	41	47	22	41	50	43	49	41	32	20	31	21	
23	39	20	28	47	40	42	29	43	48	27	24	44	0	38	29	26	23	33	34	42	30	32	25	30	33	40	48	41	33	24	34	49	42	24	36	30	24	26	49	25	34	31	45	32	33	45	35	32	43	27	45	26	34	50	26	38	42	21	48	32	21	27	40	22	47	25	31	21	43	40	41	25	27	39	29	39	22	42	47	36	44	29	44	48	48	31	33	34	21	40	42	36	41	50	40	50	37	49	43	
49	33	38	34	35	28	42	35	26	30	28	21	21	21	0	25	31	20	29	40	20	24	22	45	33	41	27	39	32	37	49	27	34	26	30	39	23	39	48	22	45	30	30	37	34	48	30	28	20	36	21	26	31	22	26	47	36	31	26	46	26	28	41	43	43	29	29	36	47	32	28	35	31	47	42	27	21	29	49	37	22	20	34	35	43	34	21	49	45	33	35	34	34	23	22	22	27	23	46	44	
24	33	48	49	26	34	39	22	46	33	37	44	48	46	32	0	21	50	25	27	35	27	24	46	47	28	49	31	30	33	23	37	48	29	39	37	45	26	42	29	44	34	36	39	34	37	40	28	28	27	20	23	39	45	42	23	25	43	33	27	26	29	48	43	41	20	43	37	36	33	47	21	23	32	40	28	23	43	38	31	27	41	42	42	37	41	29	27	43	46	48	27	22	36	29	41	30	27	31	40	
35	29	38	25	24	45	20	37	36	30	31	38	40	20	45	24	0	48	32	24	25	36	22	24	44	26	45	49	44	35	38	44	42	26	27	43	24	46	27	44	32	31	39	38	24	40	35	48	49	23	39	46	20	36	39	31	35	34	29	20	50	27	37	40	25	41	48	35	45	50	43	35	37	30	42	47	22	28	24	39	32	42	26	46	30	45	29	32	50	21	26	21	30	43	43	50	27	30	47	34	
41	43	41	41	27	28	31	41	25	29	20	31	38	37	21	43	40	0	24	31	20	35	40	21	20	27	21	20	27	50	40	30	22	46	21	31	41	33	24	48	49	26	34	33	24	31	29	25	40	30	43	45	43	33	32	20	33	48	28	37	37	45	43	41	42	34	44	21	38	49	23	33	50	32	25	20	36	24	39	47	41	36	46	43	42	24	22	30	27	46	46	46	25	27	50	20	50	45	48	25	
43	45	46	41	37	25	42	22	33	49	47	39	23	39	40	34	42	24	0	39	39	21	28	30	45	43	43	32	20	40	49	48	21	35	22	31	29	41	24	34	27	36	31	25	43	44	32	30	28	45	35	50	32	20	29	36	48	29	37	35	21	44	37	38	37	28	49	41	21	34	32	43	23	32	31	35	21	20	28	43	21	28	41	41	38	42	44	49	29	41	44	26	44	36	36	30	32	46	28	26	
23	38	30	45	50	50	49	27	38	41	43	37	41	48	31	25	49	47	48	0	24	30	47	43	46	20	38	46	21	38	24	50	31	31	29	40	29	30	35	45	32	39	33	25	20	45	24	38	21	34	24	30	49	20	50	43	35	49	50	41	46	41	44	28	43	39	26	22	37	49	33	28	50	46	25	36	25	22	41	40	25	38	23	50	36	40	45	37	39	32	44	33	28	29	29	20	33	44	46	42	
28	50	28	37	36	37	30	30	26	42	45	33	45	24	47	20	44	36	24	45	0	41	42	49	45	38	32	31	34	50	21	37	49	33	40	39	45	45	44	27	48	20	31	36	50	25	41	26	40	31	40	42	35	20	43	43	27	38	48	27	28	25	50	44	49	33	22	38	34	27	43	42	34	47	36	48	45	45	42	23	50	26	25	34	49	22	49	33	40	32	50	28	28	33	48	44	44	31	39	30	
22	29	20	35	20	44	28	26	44	32	32	33	44	40	40	41	32	42	48	46	21	0	38	34	31	46	38	24	38	42	28	30	46	20	32	35	49	36	24	21	22	38	47	31	31	20	22	26	42	23	41	37	35	21	30	49	46	47	50	50	20	30	32	48	24	44	40	28	33	41	24	39	24	32	47	29	36	21	25	24	48	24	49	35	42	40	42	44	43	21	43	46	36	21	46	37	42	43	42	40	
32	50	25	31	45	38	46	22	22	37	25	46	28	26	45	28	30	42	42	28	45	28	0	36	49	34	49	24	44	48	34	37	24	21	40	38	25	40	36	21	48	44	30	46	50	22	26	40	45	34	39	27	45	34	36	25	42	30	49	40	24	35	44	37	21	37	22	46	36	30	20	46	44	22	23	33	39	31	38	34	30	46	32	36	31	46	47	40	23	24	30	49	20	25	43	24	20	30	48	39	
26	21	33	40	21	42	29	45	32	49	21	39	44	45	42	25	31	49	46	49	22	33	21	0	34	31	39	48	39	44	28	41	29	38	47	45	34	33	25	20	34	45	28	26	50	32	22	31	23	23	20	31	20	25	32	39	42	40	48	20	30	34	45	37	43	47	42	35	35	22	47	21	37	47	32	45	45	47	49	28	20	40	36	23	46	46	22	30	31	50	23	35	50	21	24	49	36	40	45	29	
50	21	20	32	30	25	50	37	42	24	25	25	44	49	25	40	41	27	50	48	49	39	30	50	0	20	35	50	48	40	41	32	21	27	27	40	29	30	25	50	27	31	27	25	48	33	34	31	48	38	24	32	38	44	20	25	49	38	20	41	32	42	45	25	24	20	20	46	30	36	20	21	21	44	49	23	38	39	24	44	24	41	45	32	45	20	33	33	38	49	41	30	42	27	49	24	31	36	26	37	
32	22	24	33	38	41	31	50	23	33	48	33	27	35	32	27	49	32	27	40	35	32	49	38	22	0	46	28	28	48	36	31	37	20	39	39	44	35	48	27	28	21	39	30	47	45	32	50	40	23	37	48	47	21	24	42	32	20	44	33	43	47	32	33	49	23	42	34	39	34	25	25	30	35	33	25	38	49	47	29	44	36	23	49	31	31	24	40	31	44	35	40	36	44	21	26	48	50	28	25	
43	38	30	29	32	40	21	29	37	33	21	41	33	28	32	43	26	31	24	24	23	39	31	25	20	33	0	38	32	34	22	40	42	42	41	22	44	33	37	43	37	24	25	24	26	25	27	20	36	24	46	35	31	48	48	39	43	29	42	45	30	41	23	45	50	49	47	46	33	44	47	28	48	25	30	40	36	50	30	37	42	24	49	32	43	43	37	29	27	48	49	32	31	32	50	35	36	29	50	33	
33	46	23	41	24	24	20	38	39	40	42	49	48	36	23	42	44	40	42	26	39	40	39	36	23	28	42	0	43	39	25	32	22	45	21	20	23	48	31	46	43	35	30	23	41	34	31	38	42	28	41	35	45	44	27	49	25	37	37	46	48	22	44	47	36	49	48	25	20	46	40	47	25	48	36	33	39	41	26	34	42	41	32	28	20	38	24	49	32	25	48	34	38	21	49	32	49	45	22	40	
38	32	30	27	36	47	34	21	35	39	23	28	46	36	35	37	40	32	35	28	25	27	37	31	25	29	47	39	0	46	49	24	34	22	50	22	35	32	38	50	33	37	22	28	35	27	46	23	29	24	31	45	23	24	41	47	21	46	41	24	38	37	26	20	21	47	32	37	42	44	39	35	42	42	23	49	35	37	31	47	44	30	47	23	41	20	27	27	35	46	29	28	27	20	35	31	50	50	36	49	
